Source Code,Source Name,Source Coding Scheme,Source Coding Scheme Version,Source Coding Scheme Namespace,Association Name,REL,Map Rank,Target Code,Target Name,Target Coding Scheme,Target Coding Scheme Version,Target Coding Scheme Namespace
"CDR0000037926","stage II vulvar cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9051","Stage II Vulvar Cancer AJCC v6","NCI","17.01e","NCI"
"CDR0000037927","asparaginase/cyclophosphamide/cytarabine/daunorubicin/dexamethasone/leucovorin calcium/mercaptopurine/methotrexate/thioguanine/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11772","Asparaginase/cyclophosphamide/cytarabine/daunorubicin/dexamethasone/leucovorin calcium/mercaptopurine/methotrexate/thioguanine/vincristine","NCI","17.01e","NCI"
"CDR0000037928","interleukin-2/interleukin-12","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11773","Interleukin-2/interleukin-12","NCI","17.01e","NCI"
"CDR0000037929","staphylococcal enterotoxin B","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1084","Staphylococcal Enterotoxin B","NCI","17.01e","NCI"
"CDR0000037930","stage III vulvar cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9052","Stage III Vulvar Cancer AJCC v6","NCI","17.01e","NCI"
"CDR0000037931","carboplatin/docetaxel/estramustine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11774","Carboplatin/Docetaxel/Estramustine","NCI","17.01e","NCI"
"CDR0000037932","capecitabine/paclitaxel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11775","Capecitabine/Paclitaxel","NCI","17.01e","NCI"
"CDR0000037933","cisplatin/cytarabine/dexamethasone/rituximab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11776","Cisplatin/Cytarabine/Dexamethasone/Rituximab","NCI","17.01e","NCI"
"CDR0000037934","amifostine/azacitidine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11777","Amifostine/Azacitidine","NCI","17.01e","NCI"
"CDR0000037935","paclitaxel/SU5416","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11778","Paclitaxel/SU5416","NCI","17.01e","NCI"
"CDR0000037936","carboplatin/fludarabine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11779","Carboplatin/Fludarabine","NCI","17.01e","NCI"
"CDR0000037937","AFP gene hepatocellular carcinoma vaccine/Montanide ISA-51","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11780","AFP Gene Hepatocellular Carcinoma Vaccine/Montanide ISA-51","NCI","17.01e","NCI"
"CDR0000037938","ras peptide cancer vaccine/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11781","RAS Peptide Cancer Vaccine/Sargramostim","NCI","17.01e","NCI"
"CDR0000037940","stage IVB vulvar cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C27247","Stage IVB Vulvar Cancer","NCI","17.01e","NCI"
"CDR0000037941","levofloxacin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1586","Levofloxacin","NCI","17.01e","NCI"
"CDR0000037942","BMS-188797","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1859","BMS-188797","NCI","17.01e","NCI"
"CDR0000037943","azacitidine/phenylbutyrate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11782","Azacitidine/Phenylbutyrate","NCI","17.01e","NCI"
"CDR0000037944","vorinostat","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1796","Vorinostat","NCI","17.01e","NCI"
"CDR0000037945","recombinant 70-kD heat-shock protein","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C28696","Recombinant 70-kD Heat-Shock Protein","NCI","17.01e","NCI"
"CDR0000037946","OVA BiP peptide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2546","OVA BiP Peptide","NCI","17.01e","NCI"
"CDR0000037947","gp209-2M antigen/heat shock protein 70/OVA BiP peptide/tyrosinase peptide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11783","gp209-2M Antigen/Heat Shock Protein 70/OVA Bip Peptide/Tyrosinase Peptide","NCI","17.01e","NCI"
"CDR0000037948","enzyme inhibitor therapy","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C62720","Enzyme Inhibitor Therapy","NCI","17.01e","NCI"
"CDR0000037949","carboplatin/gefitinib/paclitaxel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11784","Carboplatin/Paclitaxel/ZD 1839","NCI","17.01e","NCI"
"CDR0000037950","recurrent vulvar cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9054","Recurrent Vulvar Carcinoma","NCI","17.01e","NCI"
"CDR0000037951","filgrastim/flt3 ligand/milodistim/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11785","Filgrastim/Flt3 Ligand/Milodistim/Sargramostim","NCI","17.01e","NCI"
"CDR0000037952","bispecific antibody MDX447","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2207","Bispecific Antibody MDX447","NCI","17.01e","NCI"
"CDR0000037953","bispecific antibody MDX447/lymphokine-activated killer cells","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11786","Bispecific Antibody MDX447/Lymphokine-Activated Killer Cells","NCI","17.01e","NCI"
"CDR0000037954","doxorubicin/SU5416","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11787","Doxorubicin/SU5416","NCI","17.01e","NCI"
"CDR0000037955","carmustine/efaproxiral","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11788","Carmustine/RSR13","NCI","17.01e","NCI"
"CDR0000037956","estramustine/mitoxantrone/vinorelbine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11789","Estramustine/Mitoxantrone/Vinorelbine","NCI","17.01e","NCI"
"CDR0000037957","interferon alfa/isotretinoin/paclitaxel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11790","Interferon Alfa/Isotretinoin/Paclitaxel","NCI","17.01e","NCI"
"CDR0000037958","cisplatin/fluorouracil/irinotecan","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11791","Cisplatin/Fluorouracil/Irinotecan","NCI","17.01e","NCI"
"CDR0000037959","etoposide phosphate/melphalan/topotecan","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11792","Etoposide Phosphate/Melphalan/Topotecan","NCI","17.01e","NCI"
"CDR0000037960","cytarabine/daunorubicin/etoposide/topotecan","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11793","Cytarabine/Daunorubicin/Etoposide/Topotecan","NCI","17.01e","NCI"
"CDR0000037961","vulvar cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C4866","Vulvar Carcinoma","NCI","17.01e","NCI"
"CDR0000037962","cisplatin/mitomycin/tretinoin/vinorelbine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11794","Cisplatin/Mitomycin/Tretinoin/Vinorelbine","NCI","17.01e","NCI"
"CDR0000037963","cisplatin/tretinoin/vinorelbine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11795","Cisplatin/Tretinoin/Vinorelbine","NCI","17.01e","NCI"
"CDR0000037964","cisplatin/fenretinide/paclitaxel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11796","Cisplatin/Fenretinide/Paclitaxel","NCI","17.01e","NCI"
"CDR0000037965","cisplatin/cyclophosphamide/dexamethasone/etoposide/thalidomide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11797","Cisplatin/Cyclophosphamide/Dexamethasone/Etoposide/Thalidomide","NCI","17.01e","NCI"
"CDR0000037968","progenipoietin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2587","Progenipoietin","NCI","17.01e","NCI"
"CDR0000037969","docetaxel/trastuzumab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11800","Docetaxel/Trastuzumab","NCI","17.01e","NCI"
"CDR0000037970","cytarabine/daunorubicin/etoposide/tretinoin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11801","Cytarabine/Daunorubicin/Etoposide/Tretinoin","NCI","17.01e","NCI"
"CDR0000037971","cytarabine/filgrastim/fludarabine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11802","Cytarabine/Filgrastim/Fludarabine","NCI","17.01e","NCI"
"CDR0000037972","cytarabine/fludarabine/tretinoin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11803","Cytarabine/Fludarabine/Tretinoin","NCI","17.01e","NCI"
"CDR0000037973","carboplatin/gemcitabine/paclitaxel/trastuzumab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11804","Carboplatin/Gemcitabine/Paclitaxel/Trastuzumab","NCI","17.01e","NCI"
"CDR0000037974","multiple myeloma and other plasma cell neoplasms","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3242","Plasma Cell Myeloma","NCI","17.01e","NCI"
"CDR0000037975","temozolomide/thalidomide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11805","Temozolomide/Thalidomide","NCI","17.01e","NCI"
"CDR0000037976","lycopene","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2226","Lycopene","NCI","17.01e","NCI"
"CDR0000037977","phenethyl isothiocyanate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2233","Phenethyl Isothiocyanate","NCI","17.01e","NCI"
"CDR0000037978","filgrastim-fetal liver tyrosine kinase-3 fusion protein/gp100 antigen/MART-1 antigen/Montanide ISA-51/tyrosinase peptide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11806","Filgrastim-Fetal Liver Tyrosine Kinase-3 Fusion Protein/gp100 Antigen/MART-1 Antigen/Montanide ISA-51/Tyrosinase Peptide","NCI","17.01e","NCI"
"CDR0000037979","technetium Tc 99m human serum albumin colloid","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2557","Technetium Tc-99m Human Serum Albumin Colloid","NCI","17.01e","NCI"
"CDR0000037980","bleomycin/cyclophosphamide/etoposide/mitoxantrone/prednisolone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11807","Bleomycin/Cyclophosphamide/Etoposide/Mitoxantrone/Prednisolone/Vincristine","NCI","17.01e","NCI"
"CDR0000037981","stage 0 cervical cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C4000","Stage 0 Cervical Cancer AJCC v6","NCI","17.01e","NCI"
"CDR0000037982","eflornithine/sulindac","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11808","Eflornithine/Sulindac","NCI","17.01e","NCI"
"CDR0000037983","celecoxib/selenium","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11809","Celecoxib/Selenium","NCI","17.01e","NCI"
"CDR0000037984","O6-benzylguanine/temozolomide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11810","O6-benzylguanine/Temozolomide","NCI","17.01e","NCI"
"CDR0000037985","irinotecan/SU5416","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11811","Irinotecan/SU5416","NCI","17.01e","NCI"
"CDR0000037986","cyclosporine/filgrastim/methylprednisolone/monoclonal antibody OKT3","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11812","Cyclosporine/Filgrastim/Methylprednisolone/Monoclonal Antibody Okt3","NCI","17.01e","NCI"
"CDR0000037987","gadopentetate dimeglumine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2588","Gadopentetate Dimeglumine","NCI","17.01e","NCI"
"CDR0000037988","floxuridine/leucovorin calcium/oxaliplatin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11813","Floxuridine/Leucovorin Calcium/Oxaliplatin","NCI","17.01e","NCI"
"CDR0000037989","St. John's wort","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2589","St. John's Wort","NCI","17.01e","NCI"
"CDR0000037990","tipifarnib/trastuzumab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11814","R115777/Trastuzumab","NCI","17.01e","NCI"
"CDR0000037991","stage I childhood lymphoblastic lymphoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9056","Stage I Childhood Lymphoblastic Lymphoma","NCI","17.01e","NCI"
"CDR0000037992","stage II childhood lymphoblastic lymphoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9057","Stage II Childhood Lymphoblastic Lymphoma","NCI","17.01e","NCI"
"CDR0000037993","stage III childhood lymphoblastic lymphoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9058","Stage III Childhood Lymphoblastic Lymphoma","NCI","17.01e","NCI"
"CDR0000037994","stage IV childhood lymphoblastic lymphoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9059","Stage IV Childhood Lymphoblastic Lymphoma","NCI","17.01e","NCI"
"CDR0000037995","interleukin-2/staphylococcal enterotoxin B","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11815","Interleukin-2/Staphylococcal Enterotoxin B","NCI","17.01e","NCI"
"CDR0000037996","cisplatin/lurtotecan liposome","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11816","Cisplatin/Lurtotecan Liposome","NCI","17.01e","NCI"
"CDR0000037997","cyclophosphamide/dexamethasone/mitoxantrone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11817","Cyclophosphamide/Dexamethasone/Mitoxantrone","NCI","17.01e","NCI"
"CDR0000037998","cisplatin/gefitinib/gemcitabine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11818","Cisplatin/Gemcitabine/ZD 1839","NCI","17.01e","NCI"
"CDR0000037999","cyclophosphamide/cytarabine/dexamethasone/mitoxantrone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11819","Cyclophosphamide/Cytarabine/Dexamethasone/Mitoxantrone","NCI","17.01e","NCI"
"CDR0000038000","irinotecan/temozolomide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11820","Irinotecan/Temozolomide","NCI","17.01e","NCI"
"CDR0000038001","anti-human chorionic gonadotropin vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C28719","Anti-human Chorionic Gonadotropin Vaccine","NCI","17.01e","NCI"
"CDR0000038002","anti-human chorionic gonadotropin vaccine/gemcitabine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11821","Anti-human chorionic gonadotropin vaccine/Gemcitabine","NCI","17.01e","NCI"
"CDR0000038003","carboplatin/pyrazoloacridine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11822","Carboplatin/Pyrazoloacridine","NCI","17.01e","NCI"
"CDR0000038005","stage I cervical cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9204","Stage I Cervical Cancer","NCI","17.01e","NCI"
"CDR0000038006","leucovorin calcium/methotrexate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11823","Leucovorin Calcium/Methotrexate","NCI","17.01e","NCI"
"CDR0000038007","cisplatin/irinotecan/SU5416","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11824","Cisplatin/Irinotecan/SU5416","NCI","17.01e","NCI"
"CDR0000038008","interleukin-2/stem cell factor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11825","Interleukin-2/Stem Cell Factor","NCI","17.01e","NCI"
"CDR0000038009","fluorouracil/leucovorin calcium/oxaliplatin/trastuzumab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11826","Fluorouracil/Leucovorin Calcium/Oxaliplatin/Trastuzumab","NCI","17.01e","NCI"
"CDR0000038010","dexamethasone/SU5416","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11827","Dexamethasone/SU5416","NCI","17.01e","NCI"
"CDR0000038011","gemcitabine/pemetrexed disodium","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11828","Gemcitabine/Pemetrexed Disodium","NCI","17.01e","NCI"
"CDR0000038012","arsenic trioxide/ascorbic acid","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11829","Arsenic trioxide/Ascorbic acid","NCI","17.01e","NCI"
"CDR0000038013","doxorubicin/methotrexate/pegaspargase/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11830","Doxorubicin/Methotrexate/Pegaspargase/Vincristine","NCI","17.01e","NCI"
"CDR0000038014","cyclophosphamide/methotrexate/pegaspargase/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11831","Cyclophosphamide/Methotrexate/Pegaspargase/Vincristine","NCI","17.01e","NCI"
"CDR0000038015","daunorubicin/dexamethasone/methotrexate/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11832","Daunorubicin/dexamethasone/methotrexate/vincristine","NCI","17.01e","NCI"
"CDR0000038016","gemcitabine/SU5416","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11833","Gemcitabine/SU5416","NCI","17.01e","NCI"
"CDR0000038017","cytarabine/dexamethasone/leucovorin calcium/methotrexate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11834","Cytarabine/Dexamethasone/Leucovorin Calcium/Methotrexate","NCI","17.01e","NCI"
"CDR0000038018","dexamethasone/etoposide/ifosfamide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11835","Dexamethasone/Etoposide/Ifosfamide","NCI","17.01e","NCI"
"CDR0000038019","daunorubicin liposomal/SU5416","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11836","Daunorubicin Liposomal/SU5416","NCI","17.01e","NCI"
"CDR0000038020","iobenguane I 131","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C970","Iobenguane I-131","NCI","17.01e","NCI"
"CDR0000038021","interferon alfa/thalidomide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11837","Interferon Alfa/Thalidomide","NCI","17.01e","NCI"
"CDR0000038022","tipifarnib/topotecan","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11838","R115777/Topotecan","NCI","17.01e","NCI"
"CDR0000038023","doxorubicin HCl liposome/gemcitabine/vinorelbine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11839","Doxorubicin Hcl Liposome/Gemcitabine/Vinorelbine","NCI","17.01e","NCI"
"CDR0000038024","recurrent childhood lymphoblastic lymphoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9060","Recurrent Childhood Lymphoblastic Lymphoma","NCI","17.01e","NCI"
"CDR0000038025","yttrium Y 90 monoclonal antibody M195","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2248","Y 90 Monoclonal Antibody M195","NCI","17.01e","NCI"
"CDR0000038026","lomustine/temozolomide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11840","Lomustine/Temozolomide","NCI","17.01e","NCI"
"CDR0000038027","fluorouracil/IM-862","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11841","Fluorouracil/IM-862","NCI","17.01e","NCI"
"CDR0000038028","IM-862/irinotecan","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11842","IM-862/Irinotecan","NCI","17.01e","NCI"
"CDR0000038029","etoposide/nitrocamptothecin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11843","Etoposide/Nitrocamptothecin","NCI","17.01e","NCI"
"CDR0000038030","cytarabine/etoposide/mitoxantrone/monoclonal antibody HuG1-M195","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11844","Cytarabine/Etoposide/Mitoxantrone/Monoclonal Antibody Hug1-M195","NCI","17.01e","NCI"
"CDR0000038031","monoclonal antibody Hu3S193","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2547","Monoclonal Antibody Hu3S193","NCI","17.01e","NCI"
"CDR0000038032","MUC1-KLH conjugate vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2232","MUC1-KLH Conjugate Vaccine","NCI","17.01e","NCI"
"CDR0000038033","MUC1-KLH vaccine/QS21","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11845","MUC1-KLH Vaccine/QS21","NCI","17.01e","NCI"
"CDR0000038034","retrovirus vector LN","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2238","Retrovirus Vector LN","NCI","17.01e","NCI"
"CDR0000038035","vaginal cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3917","Vaginal Carcinoma","NCI","17.01e","NCI"
"CDR0000038036","filgrastim/mycophenolate mofetil/tacrolimus","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11846","Filgrastim/Mycophenolate Mofetil/Tacrolimus","NCI","17.01e","NCI"
"CDR0000038037","BMS-214662/paclitaxel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11847","BMS-214662/Paclitaxel","NCI","17.01e","NCI"
"CDR0000038038","sipuleucel-T","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1985","Sipuleucel-T","NCI","17.01e","NCI"
"CDR0000038039","stage 0 vaginal cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C7855","Stage 0 Vaginal Cancer AJCC v6","NCI","17.01e","NCI"
"CDR0000038040","prostatic acid phosphatase-sargramostim fusion protein","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2548","Prostatic Acid Phosphatase-Sargramostim Fusion Protein","NCI","17.01e","NCI"
"CDR0000038041","cytarabine/gemtuzumab ozogamicin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11848","Cytarabine/Gemtuzumab Ozogamicin","NCI","17.01e","NCI"
"CDR0000038042","cytarabine/daunorubicin liposomal","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11849","Cytarabine/Daunorubicin Liposomal","NCI","17.01e","NCI"
"CDR0000038043","cyclophosphamide/cytarabine/topotecan","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11850","Cyclophosphamide/Cytarabine/Topotecan","NCI","17.01e","NCI"
"CDR0000038044","doxorubicin HCl liposome/gemcitabine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11851","Doxorubicin Hcl Liposome/Gemcitabine","NCI","17.01e","NCI"
"CDR0000038045","interleukin-2 gene","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2549","Interleukin-2 Gene","NCI","17.01e","NCI"
"CDR0000038046","palladium Pd 103","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2550","Palladium Pd-103","NCI","17.01e","NCI"
"CDR0000038047","HER-2/neu intracellular domain protein","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2593","HER-2/neu Intracellular Domain Protein","NCI","17.01e","NCI"
"CDR0000038048","therapeutic autologous dendritic cells","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2594","Therapeutic Autologous Dendritic Cells","NCI","17.01e","NCI"
"CDR0000038049","stage I vaginal cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C7856","Stage I Vaginal Cancer","NCI","17.01e","NCI"
"CDR0000038050","oral complications of radiation therapy","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C115322","Oral Complication of Radiation Therapy","NCI","17.01e","NCI"
"CDR0000038051","CC-1088","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2210","CC-1088","NCI","17.01e","NCI"
"CDR0000038052","gp209-2M antigen/interleukin-2/Montanide ISA-51","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11852","gp209-2M Antigen/Interleukin-2/Montanide ISA-51","NCI","17.01e","NCI"
"CDR0000038053","stage II vaginal cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C7857","Stage II Vaginal Cancer","NCI","17.01e","NCI"
"CDR0000038054","cisplatin/gemcitabine/paclitaxel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11853","Cisplatin/Gemcitabine/Paclitaxel","NCI","17.01e","NCI"
"CDR0000038056","stage III vaginal cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C7858","Stage III Vaginal Cancer","NCI","17.01e","NCI"
